,State,Year,Quarter,District,count,amount
13673,jharkhand,2019,1,saraikela kharsawan district,395831,376316821.2155843
13674,jharkhand,2019,1,gumla district,44668,89190224.49664608
13675,jharkhand,2019,1,chatra district,139459,349699443.98078203
13676,jharkhand,2019,1,khunti district,36962,76762554.1396697
13677,jharkhand,2019,1,dhanbad district,1390250,1330543703.1307168
13678,jharkhand,2019,1,godda district,193681,262228609.84591857
13679,jharkhand,2019,1,deoghar district,204610,311986223.28785783
13680,jharkhand,2019,1,palamu district,336935,875063883.7575887
13681,jharkhand,2019,1,latehar district,105495,304872788.6697321
13682,jharkhand,2019,1,west singhbhum district,132348,203416567.0013063
13683,jharkhand,2019,1,pakur district,89881,101085742.56454855
13684,jharkhand,2019,1,lohardaga district,44688,101421187.79935181
13685,jharkhand,2019,1,sahebganj district,111302,229450483.51369292
13686,jharkhand,2019,1,giridih district,540524,695057378.0180323
13687,jharkhand,2019,1,bokaro district,1074907,1046148508.9114575
13688,jharkhand,2019,4,ramgarh district,606260,907240261.0972492
13689,jharkhand,2019,4,ranchi district,4962725,8766487755.261751
13690,jharkhand,2019,4,east singhbhum district,1743320,2454308540.295499
13691,jharkhand,2019,4,jamtara district,128678,181420052.0316623
13692,jharkhand,2019,4,dumka district,246083,333225930.0008347
13693,jharkhand,2019,4,koderma district,300610,620039096.2061743
13694,jharkhand,2019,4,hazaribagh district,1115893,1919987793.5106766
13695,jharkhand,2019,4,simdega district,50843,111985838.91556814
13696,jharkhand,2019,4,garhwa district,353292,1079121447.7061095
13697,jharkhand,2019,4,saraikela kharsawan district,542522,632386702.9813409
13698,jharkhand,2019,4,gumla district,88718,182271440.1914146
13699,jharkhand,2019,4,chatra district,266238,605474152.4401714
13700,jharkhand,2019,4,khunti district,63682,141760019.40566558
13701,jharkhand,2019,4,dhanbad district,2966376,2559078950.795422
13702,jharkhand,2019,4,godda district,223042,498672089.4866885
13703,jharkhand,2019,4,deoghar district,411994,652381524.6441478
13704,jharkhand,2019,4,palamu district,568241,1542916983.3263822
13705,jharkhand,2019,4,latehar district,178887,527968456.97653687
13706,jharkhand,2019,4,west singhbhum district,237879,373351248.94109875
13707,jharkhand,2019,4,pakur district,101976,169185786.96339715
13708,jharkhand,2019,4,lohardaga district,84315,178315463.61294547
13709,jharkhand,2019,4,sahebganj district,148678,378366809.0588422
13710,jharkhand,2019,4,giridih district,664950,1173756910.3354383
13711,jharkhand,2019,4,bokaro district,2193416,2158045122.491934
13712,jharkhand,2020,3,ramgarh district,1222166,1969854247.423759
13713,jharkhand,2020,3,ranchi district,6079407,12343755027.43895
13714,jharkhand,2020,3,east singhbhum district,2722454,4116728544.957738
13715,jharkhand,2020,3,jamtara district,167054,337059955.068951
13716,jharkhand,2020,3,dumka district,329425,648063334.9878433
13717,jharkhand,2020,3,koderma district,670438,1354273356.911725
13718,jharkhand,2020,3,hazaribagh district,2043474,3943736117.757715
13719,jharkhand,2020,3,simdega district,114037,257055553.20793328
13720,jharkhand,2020,3,garhwa district,691808,1995620748.670542
13721,jharkhand,2020,3,saraikela kharsawan district,813102,1185068471.0752506
13722,jharkhand,2020,3,gumla district,211669,453944247.74527246
13723,jharkhand,2020,3,chatra district,553055,1310278826.408379
13724,jharkhand,2020,3,khunti district,259453,653803866.6006848
13725,jharkhand,2020,3,dhanbad district,2897219,4328813599.670497
13726,jharkhand,2020,3,godda district,419522,946721454.8104622
13727,jharkhand,2020,3,deoghar district,696852,1245632763.5577192
13728,jharkhand,2020,3,palamu district,1186565,3029928179.9686275
13729,jharkhand,2020,3,latehar district,354462,979875803.5760496
13730,jharkhand,2020,3,west singhbhum district,471912,884348327.5039041
13731,jharkhand,2020,3,pakur district,177650,376632378.6947435
13732,jharkhand,2020,3,lohardaga district,195656,425384823.0010126
13733,jharkhand,2020,3,sahebganj district,298379,828597626.3482716
13734,jharkhand,2020,3,giridih district,1577805,3133920203.0911756
13735,jharkhand,2020,3,bokaro district,2914909,3873518361.5365276
13736,jharkhand,2020,2,ramgarh district,881527,1300903967.457524
13737,jharkhand,2020,2,ranchi district,4656822,10380666521.918905
13738,jharkhand,2020,2,east singhbhum district,1939867,2840155683.786606
13739,jharkhand,2020,2,jamtara district,161843,350691494.27817845
13740,jharkhand,2020,2,dumka district,259862,469191055.92352027
13741,jharkhand,2020,2,koderma district,493830,912366534.8065351
13742,jharkhand,2020,2,hazaribagh district,1409834,2588140607.1389537
13743,jharkhand,2020,2,simdega district,100085,195028382.9212324
13744,jharkhand,2020,2,garhwa district,599059,1748704415.4989936
13745,jharkhand,2020,2,saraikela kharsawan district,587527,766916078.3234978
13746,jharkhand,2020,2,gumla district,175059,330789187.03839815
13747,jharkhand,2020,2,chatra district,476954,1108137355.0743728
13748,jharkhand,2020,2,khunti district,127141,263827186.5077803
13749,jharkhand,2020,2,dhanbad district,2069288,2849779826.644753
13750,jharkhand,2020,2,godda district,342499,727907900.2439984
13751,jharkhand,2020,2,deoghar district,517347,910853520.4686105
13752,jharkhand,2020,2,palamu district,977293,2564725761.923155
13753,jharkhand,2020,2,latehar district,301760,870606389.4069383
13754,jharkhand,2020,2,west singhbhum district,384576,582210638.4847379
13755,jharkhand,2020,2,pakur district,147662,275919707.4833728
13756,jharkhand,2020,2,lohardaga district,149462,289764741.07358885
13757,jharkhand,2020,2,sahebganj district,245058,659620579.2781014
13758,jharkhand,2020,2,giridih district,1094408,1886588905.3434167
13759,jharkhand,2020,2,bokaro district,2042748,2612705534.8983884
13760,jharkhand,2020,1,ramgarh district,695324,1086274774.7268305
13761,jharkhand,2020,1,ranchi district,5132983,10593904951.012724
13762,jharkhand,2020,1,east singhbhum district,1934537,3099559621.386287
13763,jharkhand,2020,1,jamtara district,110484,209697372.97611183
13764,jharkhand,2020,1,dumka district,224016,383229546.99452996
13765,jharkhand,2020,1,koderma district,365431,822439808.7029362
13766,jharkhand,2020,1,hazaribagh district,1199387,2376853316.738264
13767,jharkhand,2020,1,simdega district,64462,137272246.4613846
13768,jharkhand,2020,1,garhwa district,428582,1339489644.523571
13769,jharkhand,2020,1,saraikela kharsawan district,595845,742590781.671559
13770,jharkhand,2020,1,gumla district,111756,222110686.8773355
13771,jharkhand,2020,1,chatra district,313522,788916110.327395
13772,jharkhand,2020,1,khunti district,75552,152340107.1539104
13773,jharkhand,2020,1,dhanbad district,2193642,2650637205.6009936
13774,jharkhand,2020,1,godda district,249509,564748152.099283
13775,jharkhand,2020,1,deoghar district,434837,757609415.2029015
13776,jharkhand,2020,1,palamu district,715476,2015033114.7157931
13777,jharkhand,2020,1,latehar district,217475,639364154.4533424
13778,jharkhand,2020,1,west singhbhum district,285811,454415645.6741731
13779,jharkhand,2020,1,pakur district,108230,205523234.31388295
13780,jharkhand,2020,1,lohardaga district,104542,204296439.89280277
13781,jharkhand,2020,1,sahebganj district,177230,487455326.4314028
13782,jharkhand,2020,1,giridih district,724320,1422925290.0151396
13783,jharkhand,2020,1,bokaro district,1819760,2254545205.3164005
13784,jharkhand,2020,4,ramgarh district,1794655,3007749575.42791
13785,jharkhand,2020,4,ranchi district,8317124,15659917253.677042
13786,jharkhand,2020,4,east singhbhum district,4179679,6186133250.919455
13787,jharkhand,2020,4,jamtara district,219668,411533853.2107391
13788,jharkhand,2020,4,dumka district,477931,945885729.6587029
13789,jharkhand,2020,4,koderma district,1009906,2084555455.864562
13790,jharkhand,2020,4,hazaribagh district,3130010,6000420755.634438
13791,jharkhand,2020,4,simdega district,159242,394670989.1547481
13792,jharkhand,2020,4,garhwa district,1066915,3132518917.570641
13793,jharkhand,2020,4,saraikela kharsawan district,1193402,1733160460.894959
13794,jharkhand,2020,4,gumla district,304672,683638237.6119499
13795,jharkhand,2020,4,chatra district,803578,1902306145.1554122
13796,jharkhand,2020,4,khunti district,308867,747006598.3386451
13797,jharkhand,2020,4,dhanbad district,4393208,6659934484.806874
13798,jharkhand,2020,4,godda district,565640,1281356655.8426871
13799,jharkhand,2020,4,deoghar district,997893,1729898241.8346453
13800,jharkhand,2020,4,palamu district,1861344,4863829078.659186
13801,jharkhand,2020,4,latehar district,528656,1484525842.3836887
13802,jharkhand,2020,4,west singhbhum district,681181,1292020190.6032867
13803,jharkhand,2020,4,pakur district,250419,572066553.6930829
13804,jharkhand,2020,4,lohardaga district,270837,604770618.0510373
13805,jharkhand,2020,4,sahebganj district,480796,1235490291.6690285
13806,jharkhand,2020,4,giridih district,2130742,4345307139.123083
13807,jharkhand,2020,4,bokaro district,4305268,5846478510.257725
13808,jharkhand,2018,3,ramgarh district,264474,310366602.6469911
13809,jharkhand,2018,3,ranchi district,1040485,1373309866.0578432
13810,jharkhand,2018,3,east singhbhum district,716556,825516933.9712927
13811,jharkhand,2018,3,jamtara district,73849,76580887.24947754
13812,jharkhand,2018,3,dumka district,151655,133011457.10467342
13813,jharkhand,2018,3,koderma district,138942,249949409.4803542
13814,jharkhand,2018,3,hazaribagh district,542701,663718370.6947035
13815,jharkhand,2018,3,simdega district,13726,25648369.734839424
13816,jharkhand,2018,3,garhwa district,108433,336403685.7283772
13817,jharkhand,2018,3,saraikela kharsawan district,290800,265695487.6867497
13818,jharkhand,2018,3,gumla district,25772,42595638.74931184
13819,jharkhand,2018,3,chatra district,79849,174206860.24867332
13820,jharkhand,2018,3,khunti district,21153,44676454.34154199
13821,jharkhand,2018,3,dhanbad district,2064271,1383326534.6497746
13822,jharkhand,2018,3,godda district,74223,125755382.3951503
13823,jharkhand,2018,3,deoghar district,152113,198908051.87959886
13824,jharkhand,2018,3,palamu district,166304,405648506.51824975
13825,jharkhand,2018,3,latehar district,44859,121527383.17373994
13826,jharkhand,2018,3,west singhbhum district,79053,112805093.1913876
13827,jharkhand,2018,3,pakur district,40103,53635968.332766
13828,jharkhand,2018,3,lohardaga district,29529,51299901.60382438
13829,jharkhand,2018,3,sahebganj district,63020,126227082.25502507
13830,jharkhand,2018,3,giridih district,334079,457115389.3922781
13831,jharkhand,2018,3,bokaro district,1606672,1103642100.617909
13832,jharkhand,2018,2,ramgarh district,120655,173725383.96619216
13833,jharkhand,2018,2,ranchi district,501072,820976014.2247977
13834,jharkhand,2018,2,east singhbhum district,323829,467008622.29054534
13835,jharkhand,2018,2,jamtara district,33336,65954452.967897445
13836,jharkhand,2018,2,dumka district,52730,62513760.31002599
13837,jharkhand,2018,2,koderma district,78447,157457238.23045406
13838,jharkhand,2018,2,hazaribagh district,214298,371520189.2845477
13839,jharkhand,2018,2,simdega district,9842,19536971.86893055
13840,jharkhand,2018,2,garhwa district,80546,248149219.75080514
13841,jharkhand,2018,2,saraikela kharsawan district,117686,128312051.58743985
13842,jharkhand,2018,2,gumla district,18470,30300849.443379648
13843,jharkhand,2018,2,chatra district,42721,103935683.23963837
13844,jharkhand,2018,2,khunti district,14808,24028506.190518655
13845,jharkhand,2018,2,dhanbad district,520547,503649314.08955395
13846,jharkhand,2018,2,godda district,55790,94877071.5958207
13847,jharkhand,2018,2,deoghar district,96438,148363954.84218916
13848,jharkhand,2018,2,palamu district,131021,325976624.8230643
13849,jharkhand,2018,2,latehar district,31244,78012578.84608759
13850,jharkhand,2018,2,west singhbhum district,49609,69912382.99671319
13851,jharkhand,2018,2,pakur district,24613,32269216.251769222
13852,jharkhand,2018,2,lohardaga district,20959,31539375.169917487
13853,jharkhand,2018,2,sahebganj district,44517,97661893.23262924
13854,jharkhand,2018,2,giridih district,172783,267172044.8851918
13855,jharkhand,2018,2,bokaro district,396119,398722258.97476417
13856,jharkhand,2018,1,ramgarh district,97459,85844869.66475454
13857,jharkhand,2018,1,ranchi district,356622,434234048.4962647
13858,jharkhand,2018,1,east singhbhum district,220276,257229540.65490007
13859,jharkhand,2018,1,jamtara district,21925,37530176.98115201
13860,jharkhand,2018,1,dumka district,37867,33366389.64390042
13861,jharkhand,2018,1,koderma district,58922,76001334.68492848
13862,jharkhand,2018,1,hazaribagh district,150709,171297280.2361688
13863,jharkhand,2018,1,simdega district,6739,9328083.907140622
13864,jharkhand,2018,1,garhwa district,47858,105426064.77369875
13865,jharkhand,2018,1,saraikela kharsawan district,83449,74573902.81878725
13866,jharkhand,2018,1,gumla district,12079,15422722.31229529
13867,jharkhand,2018,1,chatra district,28364,48808252.9144469
13868,jharkhand,2018,1,khunti district,10377,12238451.413852565
13869,jharkhand,2018,1,dhanbad district,340878,271973005.2993548
13870,jharkhand,2018,1,godda district,36994,36033979.36832302
13871,jharkhand,2018,1,deoghar district,70058,91100585.73781538
13872,jharkhand,2018,1,palamu district,84608,128141542.2688809
13873,jharkhand,2018,1,latehar district,20416,35121829.70128228
13874,jharkhand,2018,1,west singhbhum district,34197,38008802.03968498
13875,jharkhand,2018,1,pakur district,17321,10639883.904580789
13876,jharkhand,2018,1,lohardaga district,15716,16349311.325518148
13877,jharkhand,2018,1,sahebganj district,30741,44038697.06983768
13878,jharkhand,2018,1,giridih district,131905,131409945.94483337
13879,jharkhand,2018,1,bokaro district,263441,210067688.75698972
13880,jharkhand,2018,4,ramgarh district,245189,412829670.89178383
13881,jharkhand,2018,4,ranchi district,997887,1817673935.7006779
13882,jharkhand,2018,4,east singhbhum district,616640,990453488.2225387
13883,jharkhand,2018,4,jamtara district,69899,88236099.31173173
13884,jharkhand,2018,4,dumka district,108716,130199956.43032046
13885,jharkhand,2018,4,koderma district,145018,347563723.9094753
13886,jharkhand,2018,4,hazaribagh district,454790,843013094.1120856
13887,jharkhand,2018,4,simdega district,19546,44876911.67864157
13888,jharkhand,2018,4,garhwa district,150200,498426272.61469066
13889,jharkhand,2018,4,saraikela kharsawan district,242853,296733243.1740029
13890,jharkhand,2018,4,gumla district,35436,74139877.45931
13891,jharkhand,2018,4,chatra district,99556,275373551.3442755
13892,jharkhand,2018,4,khunti district,27189,58660541.43013879
13893,jharkhand,2018,4,dhanbad district,1062585,1128043527.8329782
13894,jharkhand,2018,4,godda district,111530,195266208.56380132
13895,jharkhand,2018,4,deoghar district,152383,236116834.01685223
13896,jharkhand,2018,4,palamu district,234378,620094977.5658048
13897,jharkhand,2018,4,latehar district,69590,215459501.83440596
13898,jharkhand,2018,4,west singhbhum district,94778,161602065.21757331
13899,jharkhand,2018,4,pakur district,58677,76373283.19081725
13900,jharkhand,2018,4,lohardaga district,35604,81171963.13151148
13901,jharkhand,2018,4,sahebganj district,88654,175686520.1584292
13902,jharkhand,2018,4,giridih district,364032,575695972.035529
13903,jharkhand,2018,4,bokaro district,798913,898225421.2948879
13904,jharkhand,2021,3,ramgarh district,2997440,4729136754.335512
13905,jharkhand,2021,3,ranchi district,18164412,29840666997.95928
13906,jharkhand,2021,3,east singhbhum district,6664581,9865148330.327866
13907,jharkhand,2021,3,jamtara district,309392,648846970.5691583
13908,jharkhand,2021,3,dumka district,738218,1457487337.7677379
13909,jharkhand,2021,3,koderma district,1915108,3791284439.1618476
13910,jharkhand,2021,3,hazaribagh district,5890582,10260697900.091328
13911,jharkhand,2021,3,simdega district,250147,660899558.6634479
13912,jharkhand,2021,3,garhwa district,1683530,4548792921.936173
13913,jharkhand,2021,3,saraikela kharsawan district,1902736,2794551681.2667665
13914,jharkhand,2021,3,gumla district,476983,1094145300.9796107
13915,jharkhand,2021,3,chatra district,1402714,3145217133.680824
13916,jharkhand,2021,3,khunti district,788933,1555491870.4693995
13917,jharkhand,2021,3,dhanbad district,7087770,10358661169.007961
13918,jharkhand,2021,3,godda district,942468,2073832346.8346558
13919,jharkhand,2021,3,deoghar district,1605675,2727738277.4550085
13920,jharkhand,2021,3,palamu district,3314946,7464641801.918359
13921,jharkhand,2021,3,latehar district,854352,2134940878.023822
13922,jharkhand,2021,3,west singhbhum district,1029963,1879543305.8712544
13923,jharkhand,2021,3,pakur district,429912,996153827.0320704
13924,jharkhand,2021,3,lohardaga district,433222,973484842.9819839
13925,jharkhand,2021,3,sahebganj district,902632,2163112863.5354643
13926,jharkhand,2021,3,giridih district,4225858,7817410903.974937
13927,jharkhand,2021,3,bokaro district,6784128,8909127705.00824
13928,jharkhand,2021,2,ramgarh district,2288585,3877533810.611661
13929,jharkhand,2021,2,ranchi district,12803752,24097148083.85807
13930,jharkhand,2021,2,east singhbhum district,4844508,7485477213.88922
13931,jharkhand,2021,2,jamtara district,268046,576323502.2984698
13932,jharkhand,2021,2,dumka district,579153,1248082915.3199866
13933,jharkhand,2021,2,koderma district,1572074,3471429723.7763453
13934,jharkhand,2021,2,hazaribagh district,4311550,8773101232.77659
13935,jharkhand,2021,2,simdega district,204689,556206846.121381
13936,jharkhand,2021,2,garhwa district,1508109,4795351244.711267
13937,jharkhand,2021,2,saraikela kharsawan district,1440421,2222711733.4601
13938,jharkhand,2021,2,gumla district,389400,873032795.9258515
13939,jharkhand,2021,2,chatra district,1183845,3030531855.554953
13940,jharkhand,2021,2,khunti district,623106,1375114068.8753088
13941,jharkhand,2021,2,dhanbad district,5334482,8209158081.62978
13942,jharkhand,2021,2,godda district,788804,1898253133.9049225
13943,jharkhand,2021,2,deoghar district,1262537,2376011132.9046144
13944,jharkhand,2021,2,palamu district,2758556,7542921519.250463
13945,jharkhand,2021,2,latehar district,706554,2053012067.274984
13946,jharkhand,2021,2,west singhbhum district,794591,1521313659.4784636
13947,jharkhand,2021,2,pakur district,337610,833572858.5864425
13948,jharkhand,2021,2,lohardaga district,339384,800493627.1009691
13949,jharkhand,2021,2,sahebganj district,703625,1910517620.5575867
13950,jharkhand,2021,2,giridih district,3689998,7492833865.491149
13951,jharkhand,2021,2,bokaro district,5268766,7412510718.099218
13952,jharkhand,2021,1,ramgarh district,1838015,3113016266.674764
13953,jharkhand,2021,1,ranchi district,11611641,20516524899.03152
13954,jharkhand,2021,1,east singhbhum district,4431654,6647300274.483877
13955,jharkhand,2021,1,jamtara district,208526,456838927.1135131
13956,jharkhand,2021,1,dumka district,485116,1054597944.1023581
13957,jharkhand,2021,1,koderma district,1058803,2379867579.0265236
13958,jharkhand,2021,1,hazaribagh district,3539762,6866253812.618536
13959,jharkhand,2021,1,simdega district,163159,443425869.7908051
13960,jharkhand,2021,1,garhwa district,1096691,3661839156.3892975
13961,jharkhand,2021,1,saraikela kharsawan district,1224133,1846065133.2774882
13962,jharkhand,2021,1,gumla district,300767,700017298.5308061
13963,jharkhand,2021,1,chatra district,839701,2171985101.448553
13964,jharkhand,2021,1,khunti district,464048,1047603370.1557792
13965,jharkhand,2021,1,dhanbad district,4584110,6811987883.293642
13966,jharkhand,2021,1,godda district,584620,1457345939.5015016
13967,jharkhand,2021,1,deoghar district,1017919,1876182730.6236756
13968,jharkhand,2021,1,palamu district,2014288,5697480883.817553
13969,jharkhand,2021,1,latehar district,546679,1732342142.5834413
13970,jharkhand,2021,1,west singhbhum district,670523,1322374324.8912904
13971,jharkhand,2021,1,pakur district,263883,682145434.961675
13972,jharkhand,2021,1,lohardaga district,259945,625119351.870021
13973,jharkhand,2021,1,sahebganj district,517329,1456515063.8178966
13974,jharkhand,2021,1,giridih district,2479885,5277166388.790894
13975,jharkhand,2021,1,bokaro district,4420466,5905357346.344383
13976,jharkhand,2021,4,ramgarh district,3983583,6432497429.630726
13977,jharkhand,2021,4,ranchi district,24545152,39912526848.089005
13978,jharkhand,2021,4,east singhbhum district,8580079,12866334499.288763
13979,jharkhand,2021,4,jamtara district,420110,899430757.6446146
13980,jharkhand,2021,4,dumka district,1007415,1995978391.5600896
13981,jharkhand,2021,4,koderma district,2621669,5203974984.686633
13982,jharkhand,2021,4,hazaribagh district,7977180,13886616619.230751
13983,jharkhand,2021,4,simdega district,337680,938425675.838901
13984,jharkhand,2021,4,garhwa district,2450056,6434562133.24218
13985,jharkhand,2021,4,saraikela kharsawan district,2464688,3572566246.9868546
13986,jharkhand,2021,4,gumla district,636433,1527038244.986805
13987,jharkhand,2021,4,chatra district,1941040,4513039854.003838
13988,jharkhand,2021,4,khunti district,1041603,2066589985.050446
13989,jharkhand,2021,4,dhanbad district,9479444,14274464381.899334
13990,jharkhand,2021,4,godda district,1280918,2759418369.0632443
13991,jharkhand,2021,4,deoghar district,2254328,3870686738.9693007
13992,jharkhand,2021,4,palamu district,4766385,10484190181.850275
13993,jharkhand,2021,4,latehar district,1244068,3090427190.28729
13994,jharkhand,2021,4,west singhbhum district,1326606,2426160587.4312463
13995,jharkhand,2021,4,pakur district,569777,1387823403.0125422
13996,jharkhand,2021,4,lohardaga district,573613,1354289419.7989063
13997,jharkhand,2021,4,sahebganj district,1245223,2906816927.8439384
13998,jharkhand,2021,4,giridih district,5962192,11092190597.045721
13999,jharkhand,2021,4,bokaro district,9299800,12121069536.264236
14000,jharkhand,2022,3,ramgarh district,5408270,7941969760.320181
14001,jharkhand,2022,3,ranchi district,39158673,58067147243.96931
14002,jharkhand,2022,3,east singhbhum district,19160036,27908242815.704754
14003,jharkhand,2022,3,jamtara district,676421,1260620645.935399
14004,jharkhand,2022,3,dumka district,1656873,2922736710.4129534
14005,jharkhand,2022,3,koderma district,3729215,6719612545.072683
14006,jharkhand,2022,3,hazaribagh district,11491587,17774103981.03254
14007,jharkhand,2022,3,simdega district,480280,1181675630.8471434
14008,jharkhand,2022,3,garhwa district,3534059,7408995093.104103
14009,jharkhand,2022,3,saraikela kharsawan district,3494650,4549539388.877192
14010,jharkhand,2022,3,gumla district,889566,1891320940.1551285
14011,jharkhand,2022,3,chatra district,2869004,5579743807.929993
14012,jharkhand,2022,3,khunti district,664562,1358819088.0725036
14013,jharkhand,2022,3,dhanbad district,14284651,20625687079.700974
14014,jharkhand,2022,3,godda district,2090055,3774386753.0280037
14015,jharkhand,2022,3,deoghar district,4037018,6301182422.022277
14016,jharkhand,2022,3,palamu district,6770650,12637980151.71046
14017,jharkhand,2022,3,latehar district,1882171,3651232343.971246
14018,jharkhand,2022,3,west singhbhum district,1924846,3064413681.831046
14019,jharkhand,2022,3,pakur district,932909,2120076141.536376
14020,jharkhand,2022,3,lohardaga district,998534,1956180288.182396
14021,jharkhand,2022,3,sahebganj district,1978228,4069365294.255315
14022,jharkhand,2022,3,giridih district,7398254,11920111086.952282
14023,jharkhand,2022,3,bokaro district,11304820,14727741169.334763
14024,jharkhand,2022,2,ramgarh district,5430685,8627263910.657629
14025,jharkhand,2022,2,ranchi district,33436768,52558538612.80676
14026,jharkhand,2022,2,east singhbhum district,10983841,16073962066.52158
14027,jharkhand,2022,2,jamtara district,619795,1258716824.4797027
14028,jharkhand,2022,2,dumka district,1462611,2887204901.1222754
14029,jharkhand,2022,2,koderma district,3886718,7755155139.208385
14030,jharkhand,2022,2,hazaribagh district,11022611,19190223094.567883
14031,jharkhand,2022,2,simdega district,476399,1301745859.7078989
14032,jharkhand,2022,2,garhwa district,3818360,9098354638.470043
14033,jharkhand,2022,2,saraikela kharsawan district,3466392,4759690389.251504
14034,jharkhand,2022,2,gumla district,894409,2129816836.3231485
14035,jharkhand,2022,2,chatra district,2879443,6243395011.904849
14036,jharkhand,2022,2,khunti district,1517634,3011232151.6080604
14037,jharkhand,2022,2,dhanbad district,12714016,18944522591.96142
14038,jharkhand,2022,2,godda district,1939947,3891623258.9863048
14039,jharkhand,2022,2,deoghar district,3358367,5576372696.354474
14040,jharkhand,2022,2,palamu district,7012344,14888012258.109343
14041,jharkhand,2022,2,latehar district,1795281,3972328234.621932
14042,jharkhand,2022,2,west singhbhum district,1845089,3224899769.178769
14043,jharkhand,2022,2,pakur district,842074,2166514537.3977833
14044,jharkhand,2022,2,lohardaga district,801026,1806961503.0803266
14045,jharkhand,2022,2,sahebganj district,1792974,4274424134.7660823
14046,jharkhand,2022,2,giridih district,9232036,16356999528.590523
14047,jharkhand,2022,2,bokaro district,11696455,15638269878.460331
14048,jharkhand,2022,1,ramgarh district,4563913,7357524201.067263
14049,jharkhand,2022,1,ranchi district,28253540,46123330242.43965
14050,jharkhand,2022,1,east singhbhum district,9576498,14369232011.490185
14051,jharkhand,2022,1,jamtara district,509710,1146919042.9367557
14052,jharkhand,2022,1,dumka district,1217056,2515250142.3814683
14053,jharkhand,2022,1,koderma district,3110218,6307772153.647697
14054,jharkhand,2022,1,hazaribagh district,9038043,16229125858.21476
14055,jharkhand,2022,1,simdega district,404144,1158227728.2014425
14056,jharkhand,2022,1,garhwa district,3083712,8114726164.818387
14057,jharkhand,2022,1,saraikela kharsawan district,2898782,4186515207.9306135
14058,jharkhand,2022,1,gumla district,754224,1879874426.2507083
14059,jharkhand,2022,1,chatra district,2374388,5533043421.845955
14060,jharkhand,2022,1,khunti district,1216509,2485225606.253108
14061,jharkhand,2022,1,dhanbad district,10895145,16014299345.818779
14062,jharkhand,2022,1,godda district,1566829,3345307617.917452
14063,jharkhand,2022,1,deoghar district,2703664,4605824380.020501
14064,jharkhand,2022,1,palamu district,5805932,13079772637.081738
14065,jharkhand,2022,1,latehar district,1472028,3766466584.8529816
14066,jharkhand,2022,1,west singhbhum district,1552052,2898889391.9400935
14067,jharkhand,2022,1,pakur district,707821,1905982392.0394137
14068,jharkhand,2022,1,lohardaga district,689219,1639015955.027969
14069,jharkhand,2022,1,sahebganj district,1485645,3691126213.517649
14070,jharkhand,2022,1,giridih district,7126103,13042929318.085455
14071,jharkhand,2022,1,bokaro district,9906035,13303827043.387667
14072,jharkhand,2022,4,ramgarh district,6829219,10303594244.585339
14073,jharkhand,2022,4,ranchi district,41821467,63819119475.171
14074,jharkhand,2022,4,east singhbhum district,24875930,36996606734.88582
14075,jharkhand,2022,4,jamtara district,788453,1452980042.7320683
14076,jharkhand,2022,4,dumka district,1803301,3293615886.0002213
14077,jharkhand,2022,4,koderma district,4355218,7861436768.904085
14078,jharkhand,2022,4,hazaribagh district,13124400,20746013914.46022
14079,jharkhand,2022,4,simdega district,581669,1441320978.7525017
14080,jharkhand,2022,4,garhwa district,4570205,8930245496.96877
14081,jharkhand,2022,4,saraikela kharsawan district,3981420,5149925217.078531
14082,jharkhand,2022,4,gumla district,1097729,2389426171.4415545
14083,jharkhand,2022,4,chatra district,4086659,7692113539.161083
14084,jharkhand,2022,4,khunti district,663055,1389615318.5767865
14085,jharkhand,2022,4,dhanbad district,18383284,27724792259.010098
14086,jharkhand,2022,4,godda district,2949010,5171409110.291876
14087,jharkhand,2022,4,deoghar district,4399812,6832642718.442625
14088,jharkhand,2022,4,palamu district,8295151,15143138186.199799
14089,jharkhand,2022,4,latehar district,2253112,4319127421.563878
14090,jharkhand,2022,4,west singhbhum district,2362475,3768591306.008004
14091,jharkhand,2022,4,pakur district,1175359,2648838438.839152
14092,jharkhand,2022,4,lohardaga district,1095064,2159930311.3398304
14093,jharkhand,2022,4,sahebganj district,2474476,4932348254.143383
14094,jharkhand,2022,4,giridih district,8482602,13630978502.274261
14095,jharkhand,2022,4,bokaro district,14851022,20173927151.750206
14096,chhattisgarh,2019,3,dhamtari district,178554,267008482.5539409
14097,chhattisgarh,2019,3,korba district,423953,720041271.8570987
14098,chhattisgarh,2019,3,surajpur district,164739,289672854.9581479
14099,chhattisgarh,2019,3,baloda bazar district,290500,476320269.71492374
14100,chhattisgarh,2019,3,sukma district,69659,156368729.4516258
14101,chhattisgarh,2019,3,raigarh district,551609,927881426.8494444
14102,chhattisgarh,2019,3,janjgir champa district,796397,1162313123.0965266
14103,chhattisgarh,2019,3,jashpur district,152015,259121301.67828047
14104,chhattisgarh,2019,3,balod district,162963,249468764.90815693
14105,chhattisgarh,2019,3,kabirdham district,143834,217234590.1639042
14106,chhattisgarh,2019,3,surguja district,293050,535846373.88721716
14107,chhattisgarh,2019,3,dantewada district,100063,207146775.6195376
14108,chhattisgarh,2019,3,gariyaband district,118147,198947427.66690576
14109,chhattisgarh,2019,3,durg district,2023250,2714043340.330802
14110,chhattisgarh,2019,3,rajnandgaon district,347908,543905597.005911
14111,chhattisgarh,2019,3,raipur district,3977297,6485603479.074835
