,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1237,puducherry,2020,4,Recharge & bill payments,383707,184037245.74375987
1238,puducherry,2020,4,Financial Services,3783,3888988.236763457
1239,puducherry,2020,4,Others,8862,4556893.133174548
1240,puducherry,2018,3,Peer-to-peer payments,101817,378368361.36171496
1241,puducherry,2018,3,Recharge & bill payments,67909,19654338.114449568
1242,puducherry,2018,3,Merchant payments,14384,16102024.2759922
1243,puducherry,2018,3,Financial Services,1766,395306.6421075966
1244,puducherry,2018,3,Others,4395,3138045.0999426576
1245,puducherry,2018,2,Recharge & bill payments,59867,14607336.895731753
1246,puducherry,2018,2,Peer-to-peer payments,57751,261299695.1891191
1247,puducherry,2018,2,Merchant payments,6904,6103101.528770715
1248,puducherry,2018,2,Financial Services,2105,822585.95719087
1249,puducherry,2018,2,Others,3634,2968399.9616244407
1250,puducherry,2018,1,Recharge & bill payments,53125,9704752.648983236
1251,puducherry,2018,1,Peer-to-peer payments,40303,147834476.16250613
1252,puducherry,2018,1,Merchant payments,4163,4427034.0315394765
1253,puducherry,2018,1,Financial Services,2086,565799.4553442572
1254,puducherry,2018,1,Others,4535,3293909.0714630377
1255,puducherry,2018,4,Peer-to-peer payments,173170,569825171.3369759
1256,puducherry,2018,4,Recharge & bill payments,95788,25159891.51570208
1257,puducherry,2018,4,Merchant payments,29470,25999609.7587573
1258,puducherry,2018,4,Financial Services,3490,689170.0726864681
1259,puducherry,2018,4,Others,6046,4017822.739373042
1260,puducherry,2021,3,Merchant payments,2273996,1443176801.0606492
1261,puducherry,2021,3,Peer-to-peer payments,2089199,6918396493.778431
1262,puducherry,2021,3,Recharge & bill payments,741388,356068931.7441095
1263,puducherry,2021,3,Financial Services,4733,5523949.081350253
1264,puducherry,2021,3,Others,12410,6808255.349929206
1265,puducherry,2021,2,Peer-to-peer payments,1581221,5266478797.142263
1266,puducherry,2021,2,Merchant payments,1437110,932602617.3169692
1267,puducherry,2021,2,Recharge & bill payments,719252,289799593.1571478
1268,puducherry,2021,2,Financial Services,4851,4980243.907969391
1269,puducherry,2021,2,Others,8953,4973445.019544071
1270,puducherry,2021,1,Peer-to-peer payments,1406958,4798646712.501943
1271,puducherry,2021,1,Merchant payments,1385444,857787315.6292762
1272,puducherry,2021,1,Recharge & bill payments,504499,231829246.92353857
1273,puducherry,2021,1,Financial Services,5073,5953397.434996936
1274,puducherry,2021,1,Others,7458,5092899.253895952
1275,puducherry,2021,4,Merchant payments,3052713,1864951565.928207
1276,puducherry,2021,4,Peer-to-peer payments,2530821,8113722339.447034
1277,puducherry,2021,4,Recharge & bill payments,762641,428453211.3120815
1278,puducherry,2021,4,Financial Services,5995,7655925.10855468
1279,puducherry,2021,4,Others,16640,8868759.43463589
1280,puducherry,2022,3,Merchant payments,3992974,2322908508.7835197
1281,puducherry,2022,3,Peer-to-peer payments,2474932,8058325855.623236
1282,puducherry,2022,3,Recharge & bill payments,564285,463054690.5826355
1283,puducherry,2022,3,Financial Services,4621,5514275.578545391
1284,puducherry,2022,3,Others,5915,4514380.573011656
1285,puducherry,2022,2,Merchant payments,4613049,2693234774.5574756
1286,puducherry,2022,2,Peer-to-peer payments,3242208,10537267921.61604
1287,puducherry,2022,2,Recharge & bill payments,773154,535604974.57621765
1288,puducherry,2022,2,Financial Services,4914,6556452.522381971
1289,puducherry,2022,2,Others,10362,6081132.496780836
1290,puducherry,2022,1,Merchant payments,3723135,2199614586.4039083
1291,puducherry,2022,1,Peer-to-peer payments,2901199,9407577501.769796
1292,puducherry,2022,1,Recharge & bill payments,715338,460522863.7855054
1293,puducherry,2022,1,Financial Services,6203,8184455.912082582
1294,puducherry,2022,1,Others,13301,7575497.515363299
1295,puducherry,2022,4,Merchant payments,4464977,2534351530.8368397
1296,puducherry,2022,4,Peer-to-peer payments,2547018,8141612224.034059
1297,puducherry,2022,4,Recharge & bill payments,531963,453692483.7752487
1298,puducherry,2022,4,Financial Services,6073,7875178.045195433
1299,puducherry,2022,4,Others,6096,4673460.483150147
1300,chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325
1301,chandigarh,2019,3,Merchant payments,447069,226535908.8355719
1302,chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217816
1303,chandigarh,2019,3,Financial Services,2447,794918.674981478
1304,chandigarh,2019,3,Others,26575,13282206.873976795
1305,chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348
1306,chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655
1307,chandigarh,2019,2,Merchant payments,277811,152766864.66190332
1308,chandigarh,2019,2,Financial Services,5590,839765.161351582
1309,chandigarh,2019,2,Others,21926,13928050.053676538
1310,chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758
1311,chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376
1312,chandigarh,2019,1,Merchant payments,169984,97230471.44089967
1313,chandigarh,2019,1,Financial Services,7412,917030.9066760786
1314,chandigarh,2019,1,Others,17070,12603012.342693318
1315,chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693
1316,chandigarh,2019,4,Merchant payments,561630,318692521.79224944
1317,chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552
1318,chandigarh,2019,4,Financial Services,1911,654298.6785004465
1319,chandigarh,2019,4,Others,21321,8707473.86293627
1320,chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.412492
1321,chandigarh,2020,3,Merchant payments,796634,604271248.9262259
1322,chandigarh,2020,3,Recharge & bill payments,366353,296964794.9657042
1323,chandigarh,2020,3,Financial Services,2643,5254415.457263877
1324,chandigarh,2020,3,Others,10470,4972498.603385328
1325,chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.5471582
1326,chandigarh,2020,2,Merchant payments,390906,331423259.0003719
1327,chandigarh,2020,2,Recharge & bill payments,361577,214425229.3354035
1328,chandigarh,2020,2,Financial Services,1797,3982005.1176844486
1329,chandigarh,2020,2,Others,7032,4125116.689457224
1330,chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.468033
1331,chandigarh,2020,1,Merchant payments,764832,438193845.4527705
1332,chandigarh,2020,1,Recharge & bill payments,389851,257250007.2445577
1333,chandigarh,2020,1,Financial Services,1574,1406138.1883251297
1334,chandigarh,2020,1,Others,18853,8230536.662513691
1335,chandigarh,2020,4,Merchant payments,1322026,939307675.8510206
1336,chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.339843
1337,chandigarh,2020,4,Recharge & bill payments,409997,320731281.94750684
1338,chandigarh,2020,4,Financial Services,3346,4400109.748752326
1339,chandigarh,2020,4,Others,17970,10005102.462219946
1340,chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761
1341,chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905
1342,chandigarh,2018,3,Merchant payments,64998,37560565.97386869
1343,chandigarh,2018,3,Financial Services,7642,1302311.5967954171
1344,chandigarh,2018,3,Others,12493,12234189.324580798
1345,chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952
1346,chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220204
1347,chandigarh,2018,2,Merchant payments,34606,29408471.506333277
1348,chandigarh,2018,2,Financial Services,11927,3679451.8635118967
1349,chandigarh,2018,2,Others,13376,16116275.274144217
1350,chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416
1351,chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34055936
1352,chandigarh,2018,1,Merchant payments,21431,19477066.533276718
1353,chandigarh,2018,1,Financial Services,8473,1865618.249949839
1354,chandigarh,2018,1,Others,15593,16614305.58119321
1355,chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.3196409
1356,chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274208
1357,chandigarh,2018,4,Merchant payments,135266,94010713.60616027
1358,chandigarh,2018,4,Financial Services,10008,2039811.3372037038
1359,chandigarh,2018,4,Others,17854,14538888.5242277
1360,chandigarh,2021,3,Merchant payments,3179506,2245390329.2047896
1361,chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.340746
1362,chandigarh,2021,3,Recharge & bill payments,1008585,620437997.3899603
1363,chandigarh,2021,3,Financial Services,5700,7960844.903971832
1364,chandigarh,2021,3,Others,21170,14225734.853836158
1365,chandigarh,2021,2,Merchant payments,1926913,1390989390.7789688
1366,chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.922333
1367,chandigarh,2021,2,Recharge & bill payments,806710,467698864.6672056
1368,chandigarh,2021,2,Financial Services,5502,7394941.032842191
1369,chandigarh,2021,2,Others,14863,10458390.53475552
1370,chandigarh,2021,1,Merchant payments,1799072,1210594490.0981498
1371,chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.303293
1372,chandigarh,2021,1,Recharge & bill payments,678396,451109555.33889335
1373,chandigarh,2021,1,Financial Services,5111,7700394.761505902
1374,chandigarh,2021,1,Others,15574,10549252.044153867
1375,chandigarh,2021,4,Merchant payments,4056249,3041038519.8233976
1376,chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.107159
1377,chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2429855
1378,chandigarh,2021,4,Financial Services,7038,10459431.863661807
1379,chandigarh,2021,4,Others,24902,17832859.58125159
1380,chandigarh,2022,3,Merchant payments,7665907,4713972532.82215
1381,chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156.481958
1382,chandigarh,2022,3,Recharge & bill payments,1360342,1033530639.9360826
1383,chandigarh,2022,3,Financial Services,8868,9918740.020967592
1384,chandigarh,2022,3,Others,19466,14156668.144691642
1385,chandigarh,2022,2,Merchant payments,6136803,3919372475.5605655
1386,chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085.111443
1387,chandigarh,2022,2,Recharge & bill payments,1119367,792957088.5933374
1388,chandigarh,2022,2,Financial Services,6673,8943857.181076445
1389,chandigarh,2022,2,Others,20264,12978651.924569944
1390,chandigarh,2022,1,Merchant payments,4511757,3264574793.4564357
1391,chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.605722
1392,chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2152067
1393,chandigarh,2022,1,Financial Services,7228,13538635.562948208
1394,chandigarh,2022,1,Others,22855,14829134.999686666
1395,chandigarh,2022,4,Merchant payments,10170372,6570336079.954211
1396,chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495.89691
1397,chandigarh,2022,4,Recharge & bill payments,1749647,1267654269.1590745
1398,chandigarh,2022,4,Financial Services,10778,12000766.356404984
1399,chandigarh,2022,4,Others,22054,16141955.57281622
1400,ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534
1401,ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
1402,ladakh,2019,3,Merchant payments,6963,8096082.971229901
1403,ladakh,2019,3,Financial Services,48,148633.29469977494
1404,ladakh,2019,3,Others,696,1233697.1268589406
1405,ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298
1406,ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495
1407,ladakh,2019,2,Merchant payments,8220,7726519.367758205
1408,ladakh,2019,2,Financial Services,86,113767.09768193656
1409,ladakh,2019,2,Others,907,992737.2376073576
1410,ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053
1411,ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248
1412,ladakh,2019,1,Merchant payments,3238,4967122.4999400275
1413,ladakh,2019,1,Financial Services,114,111851.02856430915
1414,ladakh,2019,1,Others,703,878916.0496292994
1415,ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
1416,ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
1417,ladakh,2019,4,Merchant payments,6522,8717893.899929387
1418,ladakh,2019,4,Financial Services,46,162760.63254625077
1419,ladakh,2019,4,Others,576,1253584.887304229
1420,ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
1421,ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
1422,ladakh,2020,3,Merchant payments,36861,40538778.75651745
1423,ladakh,2020,3,Financial Services,621,2334917.7832646337
1424,ladakh,2020,3,Others,772,900013.678666259
1425,ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
1426,ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
1427,ladakh,2020,2,Merchant payments,15132,19679330.186414924
1428,ladakh,2020,2,Financial Services,337,786069.1630768818
1429,ladakh,2020,2,Others,490,490894.93818109273
1430,ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
1431,ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
1432,ladakh,2020,1,Merchant payments,14264,13338124.271892821
1433,ladakh,2020,1,Financial Services,204,583108.9455483773
1434,ladakh,2020,1,Others,590,1155879.120674257
1435,ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
1436,ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
1437,ladakh,2020,4,Merchant payments,83868,77511378.30739444
1438,ladakh,2020,4,Financial Services,729,1965054.5898611392
1439,ladakh,2020,4,Others,1822,2486922.4041473325
1440,ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115
1441,ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566
1442,ladakh,2018,3,Merchant payments,1168,2016579.2506718007
1443,ladakh,2018,3,Financial Services,84,69317.12287872119
1444,ladakh,2018,3,Others,343,242477.8532947429
1445,ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187
1446,ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231
1447,ladakh,2018,2,Merchant payments,724,1761366.2964342085
1448,ladakh,2018,2,Financial Services,151,127324.6279709443
1449,ladakh,2018,2,Others,393,390334.220462498
1450,ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818
1451,ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368
1452,ladakh,2018,1,Merchant payments,320,369327.62555241917
1453,ladakh,2018,1,Financial Services,132,274283.17576680594
1454,ladakh,2018,1,Others,335,194192.25581440225
1455,ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
1456,ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
1457,ladakh,2018,4,Merchant payments,1881,5082666.820758243
1458,ladakh,2018,4,Financial Services,142,94604.73391846984
1459,ladakh,2018,4,Others,599,1031858.4532022325
1460,ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
1461,ladakh,2021,3,Merchant payments,135108,233260756.5088715
1462,ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
1463,ladakh,2021,3,Financial Services,900,1911625.5446910746
1464,ladakh,2021,3,Others,2204,2751201.9371823343
1465,ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
1466,ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
1467,ladakh,2021,2,Merchant payments,92078,119608470.0411553
1468,ladakh,2021,2,Financial Services,755,1756762.1471181023
1469,ladakh,2021,2,Others,1607,2094729.0180191218
1470,ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
1471,ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
1472,ladakh,2021,1,Merchant payments,58875,74977913.47237433
1473,ladakh,2021,1,Financial Services,629,1455016.148284281
1474,ladakh,2021,1,Others,1298,1527565.0627209258
1475,ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
1476,ladakh,2021,4,Merchant payments,169110,284786365.9296017
1477,ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
1478,ladakh,2021,4,Financial Services,912,3068708.947120995
1479,ladakh,2021,4,Others,2438,2847620.2425241945
1480,ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514
1481,ladakh,2022,3,Merchant payments,367022,551472983.879604
1482,ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365
1483,ladakh,2022,3,Financial Services,1555,1815866.8961950848
1484,ladakh,2022,3,Others,2116,1892134.7520804727
1485,ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109
1486,ladakh,2022,2,Merchant payments,346146,508439376.68091977
1487,ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025
1488,ladakh,2022,2,Financial Services,1585,2487560.1853386
1489,ladakh,2022,2,Others,2476,2235180.8584825676
1490,ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
