,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1800,haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
1801,haryana,2019,3,Merchant payments,9386779,3615636827.8118167
1802,haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
1803,haryana,2019,3,Financial Services,61503,16715100.880217994
1804,haryana,2019,3,Others,829974,301378585.9978597
1805,haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
1806,haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
1807,haryana,2019,2,Merchant payments,5738283,2292901816.1432047
1808,haryana,2019,2,Financial Services,57488,12080285.227121718
1809,haryana,2019,2,Others,655560,301748850.1804938
1810,haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
1811,haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
1812,haryana,2019,1,Merchant payments,3361995,1292375556.3150868
1813,haryana,2019,1,Financial Services,101786,15201736.002431491
1814,haryana,2019,1,Others,473192,258437718.15887585
1815,haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
1816,haryana,2019,4,Merchant payments,11615667,5253780278.236426
1817,haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
1818,haryana,2019,4,Financial Services,41688,13756049.144287623
1819,haryana,2019,4,Others,790808,212797749.81994924
1820,haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
1821,haryana,2020,3,Merchant payments,20845136,12141560866.982178
1822,haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
1823,haryana,2020,3,Financial Services,66457,80854296.9304013
1824,haryana,2020,3,Others,186818,96375902.20346308
1825,haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
1826,haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
1827,haryana,2020,2,Merchant payments,11527654,7393393677.758501
1828,haryana,2020,2,Financial Services,48759,49209527.29146181
1829,haryana,2020,2,Others,129940,75550536.67993587
1830,haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
1831,haryana,2020,1,Merchant payments,14327020,7075196609.224878
1832,haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
1833,haryana,2020,1,Financial Services,34488,25266730.1883267
1834,haryana,2020,1,Others,600232,176823674.24305555
1835,haryana,2020,4,Merchant payments,34063692,21382305452.06797
1836,haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
1837,haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
1838,haryana,2020,4,Financial Services,84881,103265693.75364488
1839,haryana,2020,4,Others,419181,223528573.1334415
1840,haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
1841,haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
1842,haryana,2018,3,Merchant payments,1003057,427387637.9335371
1843,haryana,2018,3,Financial Services,100452,17323790.814170156
1844,haryana,2018,3,Others,201148,190505707.47361812
1845,haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
1846,haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
1847,haryana,2018,2,Merchant payments,369916,334118261.45344114
1848,haryana,2018,2,Financial Services,167570,38145882.44180386
1849,haryana,2018,2,Others,170208,217328211.71769944
1850,haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
1851,haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
1852,haryana,2018,1,Merchant payments,167816,173513595.3537558
1853,haryana,2018,1,Financial Services,128636,27501068.014126316
1854,haryana,2018,1,Others,209123,242110585.52640373
1855,haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
1856,haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
1857,haryana,2018,4,Merchant payments,2413446,1013407379.8963095
1858,haryana,2018,4,Financial Services,120711,22252543.62175617
1859,haryana,2018,4,Others,394732,267255642.26742023
1860,haryana,2021,3,Merchant payments,66885213,40190922826.60629
1861,haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
1862,haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
1863,haryana,2021,3,Financial Services,77496,116592181.46997279
1864,haryana,2021,3,Others,479071,289441481.64370304
1865,haryana,2021,2,Merchant payments,45335533,29119078263.957985
1866,haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
1867,haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
1868,haryana,2021,2,Financial Services,85821,97238136.09517692
1869,haryana,2021,2,Others,311896,227855606.99266592
1870,haryana,2021,1,Merchant payments,39363588,23389100227.155342
1871,haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
1872,haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
1873,haryana,2021,1,Financial Services,79784,99672809.99228218
1874,haryana,2021,1,Others,364437,218544351.22172093
1875,haryana,2021,4,Merchant payments,84993587,56325102920.50671
1876,haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
1877,haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
1878,haryana,2021,4,Financial Services,105050,151421306.61683068
1879,haryana,2021,4,Others,407280,307822609.17479354
1880,haryana,2022,3,Merchant payments,151278013,87063736519.87311
1881,haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
1882,haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
1883,haryana,2022,3,Financial Services,111032,144937203.2864578
1884,haryana,2022,3,Others,308596,223267730.28330007
1885,haryana,2022,2,Merchant payments,130033573,76926347115.76375
1886,haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
1887,haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
1888,haryana,2022,2,Financial Services,89805,120610061.5284536
1889,haryana,2022,2,Others,345424,224949213.49711913
1890,haryana,2022,1,Merchant payments,98346418,62565728158.2885
1891,haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
1892,haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
1893,haryana,2022,1,Financial Services,107240,146586164.62792295
1894,haryana,2022,1,Others,540235,279136534.21161634
1895,haryana,2022,4,Merchant payments,169685872,102918159834.12416
1896,haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
1897,haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
1898,haryana,2022,4,Financial Services,118488,152488074.9943577
1899,haryana,2022,4,Others,305148,239722615.94605047
1900,delhi,2019,3,Merchant payments,29453368,9857221391.940361
1901,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
1902,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
1903,delhi,2019,3,Financial Services,92061,27952186.986432005
1904,delhi,2019,3,Others,3657065,1000670778.3478061
1905,delhi,2019,2,Merchant payments,20891431,6816878922.844399
1906,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
1907,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
1908,delhi,2019,2,Financial Services,137774,33985068.68378611
1909,delhi,2019,2,Others,2702543,866678928.4439986
1910,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
1911,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
1912,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
1913,delhi,2019,1,Financial Services,223095,30997039.697555833
1914,delhi,2019,1,Others,1947036,670171769.6522964
1915,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
1916,delhi,2019,4,Merchant payments,32537378,12864577363.070576
1917,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
1918,delhi,2019,4,Financial Services,57063,21512527.973989226
1919,delhi,2019,4,Others,3500565,779367300.4732571
1920,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
1921,delhi,2020,3,Merchant payments,40973792,21858176583.0589
1922,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
1923,delhi,2020,3,Financial Services,85689,114341865.2645722
1924,delhi,2020,3,Others,485401,234194502.8442282
1925,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
1926,delhi,2020,2,Merchant payments,24963931,12708327043.868336
1927,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
1928,delhi,2020,2,Financial Services,64790,75405868.16164647
1929,delhi,2020,2,Others,288854,162694793.15869594
1930,delhi,2020,1,Merchant payments,33951545,14470782771.054684
1931,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
1932,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
1933,delhi,2020,1,Financial Services,46529,39908838.24852887
1934,delhi,2020,1,Others,2515816,619460878.9909673
1935,delhi,2020,4,Merchant payments,54581166,31106554562.7951
1936,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
1937,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
1938,delhi,2020,4,Financial Services,114862,160007919.76894268
1939,delhi,2020,4,Others,1349515,530676173.2537967
1940,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
1941,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
1942,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
1943,delhi,2018,3,Financial Services,274526,45051151.35143036
1944,delhi,2018,3,Others,601339,350405916.1523186
1945,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
1946,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
1947,delhi,2018,2,Merchant payments,837001,631597790.6002588
1948,delhi,2018,2,Financial Services,205991,66584728.19594695
1949,delhi,2018,2,Others,276278,321754664.4984691
1950,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
1951,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
1952,delhi,2018,1,Merchant payments,339809,375393115.19131327
1953,delhi,2018,1,Financial Services,136240,45588429.271575734
1954,delhi,2018,1,Others,318588,344277514.7923026
1955,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
1956,delhi,2018,4,Merchant payments,9958967,2738429838.939273
1957,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
1958,delhi,2018,4,Financial Services,265004,58162003.43614492
1959,delhi,2018,4,Others,1506866,575852739.0031943
1960,delhi,2021,3,Merchant payments,115250887,64006915630.53262
1961,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
1962,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
1963,delhi,2021,3,Financial Services,144460,220660990.22066334
1964,delhi,2021,3,Others,1645353,690472449.1489255
1965,delhi,2021,2,Merchant payments,75620295,42933366743.23575
1966,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
1967,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
1968,delhi,2021,2,Financial Services,158170,190019761.49741396
1969,delhi,2021,2,Others,854403,472659189.30861247
1970,delhi,2021,1,Merchant payments,72615587,39861532639.012344
1971,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
1972,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
1973,delhi,2021,1,Financial Services,153039,203106852.42387855
1974,delhi,2021,1,Others,1468676,592745151.8683048
1975,delhi,2021,4,Merchant payments,149204611,88990516304.07437
1976,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
1977,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
1978,delhi,2021,4,Financial Services,199280,287950130.24921745
1979,delhi,2021,4,Others,771824,569713470.6592032
1980,delhi,2022,3,Merchant payments,276635347,134292748569.06271
1981,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1982,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1983,delhi,2022,3,Financial Services,195218,265479580.4156591
1984,delhi,2022,3,Others,608782,448676465.8346823
1985,delhi,2022,2,Merchant payments,233412802,121657706565.01256
1986,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1987,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1988,delhi,2022,2,Financial Services,160827,209425798.82013166
1989,delhi,2022,2,Others,641727,426563425.65446466
1990,delhi,2022,1,Merchant payments,174454937,98212381475.57239
1991,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1992,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1993,delhi,2022,1,Financial Services,195184,271039329.10874933
1994,delhi,2022,1,Others,1801878,693588769.393249
1995,delhi,2022,4,Merchant payments,305621913,153114813286.24423
1996,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1997,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1998,delhi,2022,4,Financial Services,228639,299454652.77800566
1999,delhi,2022,4,Others,606931,477098950.59646183
2000,nagaland,2019,3,Recharge & bill payments,145812,33293527.93210053
2001,nagaland,2019,3,Peer-to-peer payments,100736,601803135.4703114
2002,nagaland,2019,3,Merchant payments,13031,13381591.199777838
2003,nagaland,2019,3,Financial Services,210,229319.84921986386
2004,nagaland,2019,3,Others,2089,2248897.2620018576
2005,nagaland,2019,2,Recharge & bill payments,92492,21350211.07781426
2006,nagaland,2019,2,Peer-to-peer payments,81065,487705354.46570444
2007,nagaland,2019,2,Merchant payments,12949,8990954.079767609
2008,nagaland,2019,2,Financial Services,286,129758.00259777348
2009,nagaland,2019,2,Others,1961,1890404.5326202572
2010,nagaland,2019,1,Recharge & bill payments,87596,20020458.076388802
2011,nagaland,2019,1,Peer-to-peer payments,71642,411855878.2498224
2012,nagaland,2019,1,Merchant payments,7306,8187940.322092213
2013,nagaland,2019,1,Financial Services,430,101072.89773317604
2014,nagaland,2019,1,Others,1605,1776362.8662935253
2015,nagaland,2019,4,Recharge & bill payments,172761,39720745.597670965
2016,nagaland,2019,4,Peer-to-peer payments,128674,777298578.6127516
2017,nagaland,2019,4,Merchant payments,13578,15460907.228900284
2018,nagaland,2019,4,Financial Services,499,283291.7740842187
2019,nagaland,2019,4,Others,1658,1773615.1353679793
2020,nagaland,2020,3,Recharge & bill payments,347494,91214897.18744522
2021,nagaland,2020,3,Peer-to-peer payments,330638,1851638119.539822
2022,nagaland,2020,3,Merchant payments,51912,62568884.13216571
2023,nagaland,2020,3,Financial Services,2544,2136903.0242114514
2024,nagaland,2020,3,Others,3731,2090339.2711506593
2025,nagaland,2020,2,Recharge & bill payments,328269,85264116.11779374
2026,nagaland,2020,2,Peer-to-peer payments,166866,1025000209.9574311
2027,nagaland,2020,2,Merchant payments,20004,25214703.910237495
2028,nagaland,2020,2,Financial Services,860,989239.9671938312
2029,nagaland,2020,2,Others,1567,1206234.3951445608
2030,nagaland,2020,1,Recharge & bill payments,221741,53662023.32016543
2031,nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893908
2032,nagaland,2020,1,Merchant payments,18249,17663339.36989499
2033,nagaland,2020,1,Financial Services,528,215066.78349539996
2034,nagaland,2020,1,Others,1567,1730779.6714233835
2035,nagaland,2020,4,Peer-to-peer payments,417393,2563827858.0487146
2036,nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268
2037,nagaland,2020,4,Merchant payments,90496,113115660.17405558
2038,nagaland,2020,4,Financial Services,1068,1017278.309874404
2039,nagaland,2020,4,Others,3571,3194492.1527384534
2040,nagaland,2018,3,Recharge & bill payments,54885,12664922.724117381
2041,nagaland,2018,3,Peer-to-peer payments,33930,223964723.15160483
2042,nagaland,2018,3,Merchant payments,3518,3631042.2777308393
2043,nagaland,2018,3,Financial Services,460,125171.61850935029
2044,nagaland,2018,3,Others,1578,1406883.1646908007
2045,nagaland,2018,2,Recharge & bill payments,41959,9139467.703980098
2046,nagaland,2018,2,Peer-to-peer payments,20099,140193107.69683594
2047,nagaland,2018,2,Merchant payments,1529,2293935.490835924
2048,nagaland,2018,2,Financial Services,379,153458.5231626137
2049,nagaland,2018,2,Others,1633,1545608.465487119
2050,nagaland,2018,1,Recharge & bill payments,28198,5361675.549623315
2051,nagaland,2018,1,Peer-to-peer payments,11631,69830122.02063876
2052,nagaland,2018,1,Merchant payments,822,1170667.4151649117
2053,nagaland,2018,1,Financial Services,399,299016.7345620737
2054,nagaland,2018,1,Others,1795,1344409.3661360394
2055,nagaland,2018,4,Recharge & bill payments,72881,16615511.42043031
2056,nagaland,2018,4,Peer-to-peer payments,53723,358926253.43094724
2057,nagaland,2018,4,Merchant payments,10350,10500634.794542974
2058,nagaland,2018,4,Financial Services,587,216127.40846239947
2059,nagaland,2018,4,Others,1792,1754940.4912408509
2060,nagaland,2021,3,Peer-to-peer payments,667633,3536780176.7792263
2061,nagaland,2021,3,Recharge & bill payments,474693,141172028.23897478
2062,nagaland,2021,3,Merchant payments,208387,304493279.8158357
2063,nagaland,2021,3,Financial Services,1437,1634878.888862805
2064,nagaland,2021,3,Others,4642,3336484.2825483214
2065,nagaland,2021,2,Peer-to-peer payments,526966,2847731457.571479
2066,nagaland,2021,2,Recharge & bill payments,453979,126962524.74536937
2067,nagaland,2021,2,Merchant payments,144413,176831583.13676447
2068,nagaland,2021,2,Financial Services,1624,1785915.6371230448
2069,nagaland,2021,2,Others,3809,2982482.691132756
2070,nagaland,2021,1,Peer-to-peer payments,477346,2841021698.4844904
2071,nagaland,2021,1,Recharge & bill payments,376473,110095189.5931618
2072,nagaland,2021,1,Merchant payments,116846,151202427.14605337
2073,nagaland,2021,1,Financial Services,1511,1929643.694251965
2074,nagaland,2021,1,Others,3721,3201525.695241506
2075,nagaland,2021,4,Peer-to-peer payments,819452,4335295237.9809065
2076,nagaland,2021,4,Recharge & bill payments,492411,154359432.07659015
2077,nagaland,2021,4,Merchant payments,311673,442578210.0882374
2078,nagaland,2021,4,Financial Services,1790,2263055.5218537706
2079,nagaland,2021,4,Others,6157,4587848.468888722
2080,nagaland,2022,3,Peer-to-peer payments,990896,4568905305.863961
2081,nagaland,2022,3,Merchant payments,467257,642368278.6360128
2082,nagaland,2022,3,Recharge & bill payments,430854,148324294.67210707
2083,nagaland,2022,3,Financial Services,1479,2345498.6025009975
2084,nagaland,2022,3,Others,3627,2457117.2762476145
2085,nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.229492
2086,nagaland,2022,2,Merchant payments,513456,640665988.1540827
2087,nagaland,2022,2,Recharge & bill payments,479322,162238616.41478142
2088,nagaland,2022,2,Financial Services,1547,1519503.219426635
2089,nagaland,2022,2,Others,4462,2819984.0024981033
2090,nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022
2091,nagaland,2022,1,Recharge & bill payments,529038,175942440.62210858
2092,nagaland,2022,1,Merchant payments,425336,563650239.9471383
2093,nagaland,2022,1,Financial Services,2022,2503998.824974763
2094,nagaland,2022,1,Others,6178,4499397.927512417
2095,nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.789
2096,nagaland,2022,4,Merchant payments,647805,906834415.4525998
2097,nagaland,2022,4,Recharge & bill payments,508230,170028535.796474
2098,nagaland,2022,4,Financial Services,2104,1909585.0695077945
2099,nagaland,2022,4,Others,3944,3125371.2064643847
2100,gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
2101,gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
2102,gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
2103,gujarat,2019,3,Financial Services,78609,20507001.233050577
2104,gujarat,2019,3,Others,482985,256386015.24681717
2105,gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
2106,gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
2107,gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
2108,gujarat,2019,2,Financial Services,70502,17349813.389733132
2109,gujarat,2019,2,Others,442607,271280936.6247084
2110,gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
2111,gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
2112,gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
2113,gujarat,2019,1,Financial Services,114539,19581520.569400217
2114,gujarat,2019,1,Others,323272,204585378.77191538
2115,gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
2116,gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
2117,gujarat,2019,4,Merchant payments,9964076,5480269119.720948
2118,gujarat,2019,4,Financial Services,63498,20202767.26414788
2119,gujarat,2019,4,Others,444434,194846362.42851496
2120,gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
2121,gujarat,2020,3,Merchant payments,18338969,12749796641.785404
2122,gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
2123,gujarat,2020,3,Financial Services,92278,84723188.62104335
2124,gujarat,2020,3,Others,246851,124456073.24163358
2125,gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
2126,gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
2127,gujarat,2020,2,Merchant payments,9645967,7196610931.561442
2128,gujarat,2020,2,Financial Services,59617,53132341.305008195
2129,gujarat,2020,2,Others,173543,92274135.40504411
2130,gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
2131,gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
2132,gujarat,2020,1,Merchant payments,12191478,7210758662.281933
2133,gujarat,2020,1,Financial Services,50753,27460255.45966168
2134,gujarat,2020,1,Others,367621,165535312.39278784
2135,gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
2136,gujarat,2020,4,Merchant payments,28430460,20844321156.652935
2137,gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
2138,gujarat,2020,4,Financial Services,113371,120056733.8865249
2139,gujarat,2020,4,Others,373789,243470065.45681778
2140,gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
2141,gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
2142,gujarat,2018,3,Merchant payments,573440,466209496.80151117
2143,gujarat,2018,3,Financial Services,136468,24930605.607339725
2144,gujarat,2018,3,Others,219873,164477497.1394802
2145,gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
2146,gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
2147,gujarat,2018,2,Merchant payments,275503,356984574.1205573
2148,gujarat,2018,2,Financial Services,140704,38598263.22838031
2149,gujarat,2018,2,Others,202928,185541007.527258
2150,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
2151,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
2152,gujarat,2018,1,Merchant payments,145436,166036667.57089135
2153,gujarat,2018,1,Financial Services,122117,27986679.009713165
2154,gujarat,2018,1,Others,250296,186165067.5737218
2155,gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
2156,gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
2157,gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
2158,gujarat,2018,4,Financial Services,133915,30699273.16507
2159,gujarat,2018,4,Others,316405,207297005.69778407
2160,gujarat,2021,3,Merchant payments,62934471,48197579736.51646
2161,gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
2162,gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
2163,gujarat,2021,3,Financial Services,125167,163304131.1436523
2164,gujarat,2021,3,Others,473656,304418273.24545926
2165,gujarat,2021,2,Merchant payments,42593432,33542305033.829506
2166,gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
2167,gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
2168,gujarat,2021,2,Financial Services,128647,136119996.7022825
2169,gujarat,2021,2,Others,349525,249278437.33914098
2170,gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
2171,gujarat,2021,1,Merchant payments,35815382,26512643894.003174
2172,gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
2173,gujarat,2021,1,Financial Services,126380,137612317.73580322
2174,gujarat,2021,1,Others,316472,235440836.3042438
2175,gujarat,2021,4,Merchant payments,84846502,68717933161.8696
2176,gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
2177,gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
2178,gujarat,2021,4,Financial Services,175393,209214620.7057898
2179,gujarat,2021,4,Others,591265,377657202.7539646
2180,gujarat,2022,3,Merchant payments,161264265,109018764232.99393
2181,gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
2182,gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
2183,gujarat,2022,3,Financial Services,152053,162173602.84596294
2184,gujarat,2022,3,Others,404941,269479241.0969004
2185,gujarat,2022,2,Merchant payments,131610193,95585623258.23604
2186,gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
2187,gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
2188,gujarat,2022,2,Financial Services,125180,142685436.4192669
2189,gujarat,2022,2,Others,468796,278978567.1836352
2190,gujarat,2022,1,Merchant payments,101648378,79563412221.78397
2191,gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
2192,gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
2193,gujarat,2022,1,Financial Services,160423,187077879.38466492
2194,gujarat,2022,1,Others,496289,316261089.4073821
2195,gujarat,2022,4,Merchant payments,186533503,125585214989.03009
2196,gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
2197,gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
2198,gujarat,2022,4,Financial Services,179101,194314203.00804448
2199,gujarat,2022,4,Others,407639,295484431.2780074
2200,jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,3499425217.9582095
2201,jammu-&-kashmir,2019,3,Recharge & bill payments,318061,111964437.03321175
2202,jammu-&-kashmir,2019,3,Merchant payments,165115,120736230.08884756
2203,jammu-&-kashmir,2019,3,Financial Services,2895,658515.8825482852
2204,jammu-&-kashmir,2019,3,Others,11761,11446090.81965122
2205,jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.462076
2206,jammu-&-kashmir,2019,2,Recharge & bill payments,706569,215937468.94414753
2207,jammu-&-kashmir,2019,2,Merchant payments,353678,188931529.4882364
2208,jammu-&-kashmir,2019,2,Financial Services,22663,2652961.353697454
2209,jammu-&-kashmir,2019,2,Others,32664,26301988.31534837
2210,jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.836735
2211,jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,302663112.8884805
2212,jammu-&-kashmir,2019,1,Merchant payments,452379,199219534.93760535
2213,jammu-&-kashmir,2019,1,Financial Services,43247,4593545.201922052
2214,jammu-&-kashmir,2019,1,Others,43688,30649751.65627311
2215,jammu-&-kashmir,2019,4,Peer-to-peer payments,310620,1799955855.9714913
2216,jammu-&-kashmir,2019,4,Merchant payments,91303,77859073.82317376
2217,jammu-&-kashmir,2019,4,Recharge & bill payments,84803,49065907.04578097
2218,jammu-&-kashmir,2019,4,Financial Services,197,213741.2862032762
2219,jammu-&-kashmir,2019,4,Others,3005,2601419.6959477984
2220,jammu-&-kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.792652
2221,jammu-&-kashmir,2020,3,Recharge & bill payments,1005745,443743222.500647
2222,jammu-&-kashmir,2020,3,Merchant payments,642688,667957476.4350253
2223,jammu-&-kashmir,2020,3,Financial Services,10111,13281733.802213533
2224,jammu-&-kashmir,2020,3,Others,20200,15128281.341935568
2225,jammu-&-kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.258213
2226,jammu-&-kashmir,2020,2,Recharge & bill payments,1028741,413037418.32063264
2227,jammu-&-kashmir,2020,2,Merchant payments,341375,403026357.7674071
2228,jammu-&-kashmir,2020,2,Financial Services,9130,10415041.341445928
2229,jammu-&-kashmir,2020,2,Others,17380,12351591.57084975
2230,jammu-&-kashmir,2020,1,Peer-to-peer payments,435154,2654638582.0865793
2231,jammu-&-kashmir,2020,1,Recharge & bill payments,341357,144213068.71202034
2232,jammu-&-kashmir,2020,1,Merchant payments,135241,131144418.96503358
2233,jammu-&-kashmir,2020,1,Financial Services,2350,2116665.1182805505
2234,jammu-&-kashmir,2020,1,Others,7528,5530441.652102945
2235,jammu-&-kashmir,2020,4,Peer-to-peer payments,2378539,13736841259.979288
